,n,h_b,h_g,a_b,a_g,e_b,e_g,ebh,egh,iteration
135,1.0,0.5,0.8,0.9,0.8,0.4659553029488112,0.5340446970511887,0.6139883721598784,0.6632039116104782,21.0
136,1.0,0.5,0.8,0.9,0.9,0.46423470505505915,0.535765294944941,0.6171077628463959,0.6682281094725588,21.0
137,1.0,0.5,0.8,0.9,1.0,0.46246275711016077,0.5375372428898393,0.6204484356495577,0.6734580436300068,22.0
138,1.0,0.5,0.8,1.0,0.5,0.47100389832383305,0.5289961016761671,0.6088295324004527,0.6517123385885923,20.0
139,1.0,0.5,0.8,1.0,0.6,0.469446314510369,0.530553685489631,0.6114789517536506,0.6562274861202174,20.0
140,1.0,0.5,0.8,1.0,0.7,0.4678319678854133,0.5321680321145867,0.6143167950518388,0.6609436834559802,21.0
141,1.0,0.5,0.8,1.0,0.8,0.4661622240462306,0.5338377759537694,0.6173569985756695,0.6658653235226688,22.0
142,1.0,0.5,0.8,1.0,0.9,0.4644394892590467,0.5355605107409533,0.6206137163412992,0.6709952129021655,21.0
143,1.0,0.5,0.8,1.0,1.0,0.4626674010084873,0.5373325989915128,0.6241010079747202,0.6763341550308706,25.0
144,1.0,0.5,0.9,0.5,0.5,0.4592083522045583,0.5407916477954418,0.5829650352952613,0.6458785195103686,1000.0
145,1.0,0.5,0.9,0.5,0.6,0.45702481887514895,0.5429751811248511,0.5843931924936859,0.6501817531873949,17.0
146,1.0,0.5,0.9,0.5,0.7,0.4547530449419606,0.5452469550580394,0.5859258587422416,0.6546491918535351,18.0
147,1.0,0.5,0.9,0.5,0.8,0.452394785286591,0.547605214713409,0.5875704434378684,0.6592782981724942,19.0
148,1.0,0.5,0.9,0.5,0.9,0.44995338563278897,0.5500466143672111,0.5893342924028694,0.6640640617174047,20.0
149,1.0,0.5,0.9,0.5,1.0,0.4474340378362256,0.5525659621637744,0.591224475403501,0.6689986425826508,21.0
150,1.0,0.5,0.9,0.6,0.5,0.45942107449395037,0.5405789255060496,0.5851737043114543,0.6474521415810465,17.0
151,1.0,0.5,0.9,0.6,0.6,0.45723040689363603,0.542769593106364,0.5866600932337297,0.651801471275338,17.0
152,1.0,0.5,0.9,0.6,0.7,0.45495236027646296,0.5450476397235371,0.5882551330765997,0.6563157320825478,18.0
153,1.0,0.5,0.9,0.6,0.8,0.45258896076160415,0.5474110392383957,0.5899664388598588,0.6609921064580904,19.0
154,1.0,0.5,0.9,0.6,0.9,0.45014386399725387,0.5498561360027461,0.5918015281202132,0.6658252488632336,21.0
155,1.0,0.5,0.9,0.6,1.0,0.44762260741887283,0.5523773925811272,0.5937675942502476,0.6708069317789122,21.0
156,1.0,0.5,0.9,0.7,0.5,0.45964501482651865,0.5403549851734814,0.5874982953418465,0.6491114964125139,18.0
157,1.0,0.5,0.9,0.7,0.6,0.457447186377115,0.542552813622885,0.5890470306856719,0.6535097140297442,17.0
158,1.0,0.5,0.9,0.7,0.7,0.4551629260853989,0.5448370739146012,0.5907088355578953,0.658073627974941,18.0
159,1.0,0.5,0.9,0.7,0.8,0.45279455031819466,0.5472054496818055,0.5924915353560168,0.6628001199428379,1000.0
160,1.0,0.5,0.9,0.7,0.9,0.45034604540067735,0.5496539545993229,0.5944028188122151,0.6676834851361477,20.0
161,1.0,0.5,0.9,0.7,1.0,0.4478233162359945,0.5521766837640056,0.5964499957665512,0.6727150811023558,22.0
162,1.0,0.5,0.9,0.8,0.5,0.4598810328622529,0.5401189671377471,0.5899476465239019,0.6508633998848385,1000.0
163,1.0,0.5,0.9,0.8,0.6,0.45767604487001723,0.5423239551299828,0.5915632299626002,0.6553135377444306,1000.0
164,1.0,0.5,0.9,0.8,0.7,0.4553856681463134,0.5446143318536865,0.5932966006866468,0.6599301773728476,20.0
165,1.0,0.5,0.9,0.8,0.8,0.4530125301349358,0.5469874698650643,0.5951557980046096,0.6647098766236207,20.0
166,1.0,0.5,0.9,0.8,0.9,0.4505609704562342,0.5494390295437659,0.5971486791798956,0.6696465443872806,20.0
167,1.0,0.5,0.9,0.8,1.0,0.448037285173154,0.551962714826846,0.5992826600867858,0.6747310927462807,1000.0
168,1.0,0.5,0.9,0.9,0.5,0.4601300707836229,0.539869929216377,0.5925314392341827,0.6527153531603127,1000.0
169,1.0,0.5,0.9,0.9,0.6,0.4579179585460955,0.5420820414539045,0.5942188011890632,0.6572207083681962,19.0
170,1.0,0.5,0.9,0.9,0.7,0.4556216084312461,0.5443783915687539,0.5960289911712511,0.6618934115446028,20.0
171,1.0,0.5,0.9,0.9,0.8,0.45324398180547315,0.5467560181945268,0.5979702641953171,0.6667296706453685,20.0
172,1.0,0.5,0.9,0.9,0.9,0.45078979624550714,0.5492102037544928,0.600050640544651,0.6717229777872222,22.0
173,1.0,0.5,0.9,0.9,1.0,0.44826576460640843,0.5517342353935916,0.6022776275746107,0.6768637653069358,22.0
174,1.0,0.5,0.9,1.0,0.5,0.4603931619942902,0.5396068380057097,0.5952602861623695,0.6546756202589129,21.0
175,1.0,0.5,0.9,1.0,0.6,0.45817400205746794,0.5418259979425322,0.5970248317818482,0.6592397813072922,21.0
176,1.0,0.5,0.9,1.0,0.7,0.45587187632767034,0.5441281236723297,0.5989175942283967,0.6639721769073211,20.0
177,1.0,0.5,0.9,1.0,0.8,0.45349010516987454,0.5465098948301255,0.6009470435957006,0.6688686355360761,21.0
178,1.0,0.5,0.9,1.0,0.9,0.45103381100618556,0.5489661889938144,0.6031213539207141,0.6739221980570238,23.0
179,1.0,0.5,0.9,1.0,1.0,0.4485101511853565,0.5514898488146436,0.6054481041946558,0.6791227783820903,23.0
180,1.0,0.5,1.0,0.5,0.5,0.4479868377736358,0.5520131622263642,0.568714583542294,0.6499898858977867,17.0
181,1.0,0.5,1.0,0.5,0.6,0.4450785379719872,0.5549214620280127,0.569080324866002,0.6543779397338904,18.0
182,1.0,0.5,1.0,0.5,0.7,0.44205371205845934,0.5579462879415407,0.5694607362690038,0.6588892446594357,19.0
183,1.0,0.5,1.0,0.5,0.8,0.4389177630779799,0.5610822369220201,0.5698551396360565,0.6635106095210934,20.0
184,1.0,0.5,1.0,0.5,0.9,0.43567881245359946,0.5643211875464005,0.5702625147942105,0.6682252565506235,23.0
185,1.0,0.5,1.0,0.5,1.0,0.4323479333339559,0.5676520666660442,0.5706814700783396,0.6730127659998438,24.0
186,1.0,0.5,1.0,0.6,0.5,0.44820952763507765,0.5517904723649223,0.5706097259262628,0.6512139633567169,17.0
187,1.0,0.5,1.0,0.6,0.6,0.4452924257271862,0.5547075742728138,0.5709976828750892,0.6556176780431292,18.0
188,1.0,0.5,1.0,0.6,0.7,0.4422598595161805,0.5577401404838195,0.57140113962824,0.6601426757407489,19.0
189,1.0,0.5,1.0,0.6,0.8,0.4391174830626468,0.5608825169373532,0.5718193598710485,0.6647754221039859,20.0
190,1.0,0.5,1.0,0.6,0.9,0.43587367407285915,0.5641263259271408,0.5722512439668318,0.6694988102782634,21.0
191,1.0,0.5,1.0,0.6,1.0,0.43253975359908553,0.5674602464009146,0.5726952988746632,0.6742921265256295,21.0
192,1.0,0.5,1.0,0.7,0.5,0.4484445265366545,0.5515554734633455,0.5726089682858183,0.6525079015903998,19.0
193,1.0,0.5,1.0,0.7,0.6,0.4455184084864475,0.5544815915135525,0.5730211384002963,0.6569282988133148,1000.0
194,1.0,0.5,1.0,0.7,0.7,0.44247796309337284,0.557522036906627,0.5734497086382346,0.6614679033570677,1000.0
195,1.0,0.5,1.0,0.7,0.8,0.4393291085812715,0.5606708914187286,0.5738938777307454,0.6661128199755858,20.0
196,1.0,0.5,1.0,0.7,0.9,0.43608049148164646,0.5639195085183535,0.5743524578495849,0.6708455966231808,21.0
197,1.0,0.5,1.0,0.7,1.0,0.4327436918102077,0.5672563081897923,0.5748238439218769,0.6756452122355949,21.0
198,1.0,0.5,1.0,0.8,0.5,0.4486928398742452,0.5513071601257549,0.5747207573659423,0.6538776113963095,20.0
199,1.0,0.5,1.0,0.8,0.6,0.44575749997099645,0.5542425000290034,0.5751593726285891,0.658315816752992,1000.0
200,1.0,0.5,1.0,0.8,0.7,0.44270905260810617,0.5572909473918939,0.5756153667706276,0.6628710374756988,19.0
201,1.0,0.5,1.0,0.8,0.8,0.4395536943248018,0.5604463056751982,0.5760878658123927,0.6675289982921911,1000.0
202,1.0,0.5,1.0,0.8,0.9,0.4363003538891084,0.5636996461108916,0.5765755837631698,0.6722718846392961,1000.0
203,1.0,0.5,1.0,0.8,1.0,0.43296088199314364,0.5670391180068564,0.577076791396934,0.6770783538606949,1000.0
204,1.0,0.5,1.0,0.9,0.5,0.4489555790282989,0.5510444209717011,0.5769544236365808,0.655329653176267,21.0
205,1.0,0.5,1.0,0.9,0.6,0.4460108240873599,0.5539891759126401,0.5774219836500241,0.6597869100908649,20.0
206,1.0,0.5,1.0,0.9,0.7,0.44295427331711634,0.5570457266828837,0.5779079885960428,0.6643588645805424,20.0
207,1.0,0.5,1.0,0.9,0.8,0.4397924168239276,0.5602075831760724,0.5784114828429852,0.669030840649251,21.0
208,1.0,0.5,1.0,0.9,0.9,0.43653447996138184,0.5634655200386183,0.5789310708049065,0.6737846425430286,22.0
209,1.0,0.5,1.0,0.9,1.0,0.433192596496468,0.566807403503532,0.579464885267233,0.6785985907329594,23.0
210,1.0,0.5,1.0,1.0,0.5,0.4492339744460952,0.5507660255539049,0.5793202893109147,0.6568713216984823,22.0
211,1.0,0.5,1.0,1.0,0.6,0.4462796290814239,0.5537203709185761,0.5798195997578748,0.6613490075211373,23.0
212,1.0,0.5,1.0,1.0,0.7,0.4432149013154246,0.5567850986845754,0.5803385184972971,0.6659389366749622,21.0
213,1.0,0.5,1.0,1.0,0.8,0.4400465912770742,0.5599534087229259,0.5808759978967545,0.6706260099950575,22.0
214,1.0,0.5,1.0,1.0,0.9,0.4367842362640426,0.5632157637359574,0.5814305196156508,0.6753916303755562,1000.0
215,1.0,0.5,1.0,1.0,1.0,0.43344026623068593,0.5665597337693141,0.5820000626016939,0.6802137650253449,24.0
216,1.0,0.6,0.5,0.5,0.5,0.5096195528814376,0.49038044711856243,0.6292864455099528,0.6147422333080316,11.0
217,1.0,0.6,0.5,0.5,0.6,0.509549322294337,0.49045067770566303,0.6318915937871448,0.617557080777089,12.0
218,1.0,0.6,0.5,0.5,0.7,0.5094757869189528,0.4905242130810472,0.6346208838428634,0.620504334416716,14.0
219,1.0,0.6,0.5,0.5,0.8,0.5093987326363154,0.49060126736368453,0.6374824852728389,0.6235925692715565,16.0
220,1.0,0.6,0.5,0.5,0.9,0.5093179299588357,0.4906820700411642,0.6404851691766633,0.6268309754846316,17.0
221,1.0,0.6,0.5,0.5,1.0,0.5092331332887063,0.4907668667112936,0.6436383400192208,0.6302293879127501,19.0
222,1.0,0.6,0.5,0.6,0.5,0.5100534221040408,0.48994657789595925,0.6326826414249122,0.617608359376632,12.0
223,1.0,0.6,0.5,0.6,0.6,0.5099865501899579,0.4900134498100421,0.6354068508241943,0.6205459208453519,13.0
224,1.0,0.6,0.5,0.6,0.7,0.5099163221292269,0.490083677870773,0.638262323428754,0.6236235689093494,15.0
225,1.0,0.6,0.5,0.6,0.8,0.50984250570863,0.49015749429137,0.641257716968311,0.6268504172338814,16.0
226,1.0,0.6,0.5,0.6,0.9,0.5097648507027815,0.4902351492972185,0.6444023122423604,0.6302362193533233,18.0
227,1.0,0.6,0.5,0.6,1.0,0.5096830878372866,0.49031691216271345,0.6477060403393696,0.6337913934189006,19.0
228,1.0,0.6,0.5,0.7,0.5,0.5105020385356496,0.4894979614643504,0.6362412008372301,0.6206325191787375,14.0
229,1.0,0.6,0.5,0.7,0.6,0.5104385225333469,0.4895614774666532,0.6390919061086628,0.6237012046586755,1000.0
230,1.0,0.6,0.5,0.7,0.7,0.5103715693967579,0.4896284306032422,0.6420814351029333,0.6269181929290901,16.0
